Show TCP sender's some valuces about RTO:
pkt_seqno      pkt_type                 RorS_seqno     srtt           rto            
75             rcv_ack                  29             7761           3684           
76             rcv_ack                  30             7761           3684           
77             snd_data                 47             7761           3684           
78             rcv_ack                  31             7761           3684           
79             rcv_ack                  32             7761           3684           
80             snd_data                 48             7761           3684           
81             rcv_ack                  33             7761           3684           
82             rcv_ack                  34             7761           3684           
83             snd_data                 49             7761           3684           
84             rcv_ack                  35             7761           3684           
85             rcv_ack                  36             7761           3684           
86             snd_data                 50             7761           3684           
87             rcv_ack                  37             7761           3684           
88             rcv_ack                  38             7761           3684           
89             snd_data                 51             7761           3684           
90             rcv_ack                  39             7761           3684           
91             rcv_ack                  40             7761           3684           
92             snd_data                 52             7761           3684           
93             rcv_ack                  41             7761           3684           
94             rcv_ack                  42             7761           3684           
95             snd_data                 53             7761           3684           
96             rcv_ack                  43             9593           5044           
97             snd_data                 54             9593           5044           
98             snd_data                 55             9593           5044           
99             rcv_ack                  44             11094          5771           
100            snd_data                 56             11094          5771           
101            rcv_ack                  45             12303          6035           
102            snd_data                 57             12303          6035           
103            rcv_ack                  46             13163          6143           
104            snd_data                 58             13163          6143           
105            rcv_ack                  47             13819          6225           
106            snd_data                 59             13819          6225           
107            rcv_ack                  48             14196          6272           
108            snd_data                 60             14196          6272           
109            rcv_ack                  49             14423          6300           
110            snd_data                 61             14423          6300           
111            rcv_ack                  50             14421          6300           
112            snd_data                 62             14421          6300           
113            rcv_ack                  51             14320          6288           
114            snd_data                 63             14320          6288           
115            rcv_ack                  52             14030          6251           
116            snd_data                 64             14030          6251           
117            rcv_ack                  53             13874          6232           
118            snd_data                 65             13874          6232           
119            rcv_ack                  54             13838          6227           
120            snd_data                 66             13838          6227           
121            rcv_ack                  55             13809          6224           
122            snd_data                 67             13809          6224           
123            snd_data                 68             13809          6224           
124            rcv_ack                  56             13686          6208           
125            snd_data                 69             13686          6208           
126            rcv_ack                  57             13676          6207           
127            snd_data                 70             13676          6207           
128            rcv_ack                  58             13606          6198           
129            snd_data                 71             13606          6198           
130            rcv_ack                  59             13682          6208           
131            snd_data                 72             13682          6208           
132            rcv_ack                  60             13701          6210           
133            snd_data                 73             13701          6210           
134            rcv_ack                  61             13772          6219           
135            snd_data                 74             13772          6219           
136            rcv_ack                  62             13787          6221           
137            snd_data                 75             13787          6221           
138            rcv_ack                  63             13852          6229           
139            snd_data                 76             13852          6229           
140            rcv_ack                  64             13863          5354           
141            snd_data                 77             13863          5354           
142            rcv_ack                  65             13924          5362           
143            snd_data                 78             13924          5362           
144            rcv_ack                  66             13929          5363           
145            snd_data                 79             13929          5363           
146            rcv_ack                  67             14085          5382           
147            snd_data                 80             14085          5382           
148            rcv_ack                  68             14273          5406           
149            snd_data                 81             14273          5406           
150            snd_data                 82             14273          5406           
151            rcv_ack                  69             14389          5420           
152            snd_data                 83             14389          5420           
153            snd_data                 84             14389          5420           
154            rcv_ack                  70             14410          5423           
155            snd_data                 85             14410          5423           
156            snd_data                 86             14410          5423           
157            rcv_ack                  71             14426          5425           
158            snd_data                 87             14426          5425           
159            snd_data                 88             14426          5425           
160            rcv_ack                  72             14435          4625           
161            snd_data                 89             14435          4625           
162            snd_data                 90             14435          4625           
163            rcv_ack                  73             14437          4625           
164            snd_data                 91             14437          4625           
165            snd_data                 92             14437          4625           
166            rcv_ack                  74             14486          4631           
167            snd_data                 93             14486          4631           
168            rcv_ack                  75             14530          4637           
169            snd_data                 94             14530          4637           
170            snd_data                 95             14530          4637           
171            rcv_ack                  76             14714          4660           
172            snd_data                 96             14714          4660           
173            snd_data                 97             14714          4660           
174            rcv_ack                  77             14876          4680           
175            snd_data                 98             14876          4680           
176            snd_data                 99             14876          4680           
177            rcv_ack                  78             15017          4698           
178            snd_data                 100            15017          4698           
179            snd_data                 101            15017          4698           
180            rcv_ack                  79             15140          4121           
181            snd_data                 102            15140          4121           
182            snd_data                 103            15140          4121           
183            rcv_ack                  80             15249          4135           
184            snd_data                 104            15249          4135           
185            snd_data                 105            15249          4135           
186            rcv_ack                  81             15292          4140           
187            snd_data                 106            15292          4140           
188            snd_data                 107            15292          4140           
189            rcv_ack                  82             15477          4163           
190            snd_data                 108            15477          4163           
191            snd_data                 109            15477          4163           
192            snd_data                 110            15477          4163           
193            rcv_ack                  83             15642          4184           
194            snd_data                 111            15642          4184           
195            snd_data                 112            15642          4184           
196            rcv_ack                  84             15787          4202           
197            snd_data                 113            15787          4202           
198            snd_data                 114            15787          4202           
199            rcv_ack                  85             15918          3795           
200            snd_data                 115            15918          3795           
201            snd_data                 116            15918          3795           
202            rcv_ack                  86             16029          3809           
203            snd_data                 117            16029          3809           
204            snd_data                 118            16029          3809           
205            rcv_ack                  87             16125          3821           
206            snd_data                 119            16125          3821           
207            snd_data                 120            16125          3821           
208            rcv_ack                  88             16211          3832           
209            snd_data                 121            16211          3832           
210            snd_data                 122            16211          3832           
211            rcv_ack                  89             16284          3841           
212            snd_data                 123            16284          3841           
213            snd_data                 124            16284          3841           
214            rcv_ack                  90             16350          3849           
215            snd_data                 125            16350          3849           
216            snd_data                 126            16350          3849           
217            rcv_ack                  91             16406          3856           
218            snd_data                 127            16406          3856           
219            snd_data                 128            16406          3856           
220            rcv_ack                  92             16505          3545           
221            snd_data                 129            16505          3545           
222            rcv_ack                  93             16738          3574           
223            snd_data                 130            16738          3574           
224            snd_data                 131            16738          3574           
225            rcv_ack                  94             16945          3600           
226            snd_data                 132            16945          3600           
227            snd_data                 133            16945          3600           
228            rcv_ack                  95             17128          3623           
229            snd_data                 134            17128          3623           
230            snd_data                 135            17128          3623           
231            rcv_ack                  96             17286          3642           
232            snd_data                 136            17286          3642           
233            snd_data                 137            17286          3642           
234            rcv_ack                  97             17427          3660           
235            snd_data                 138            17427          3660           
236            snd_data                 139            17427          3660           
237            snd_data                 140            17427          3660           
238            rcv_ack                  98             17548          3675           
239            snd_data                 141            17548          3675           
240            snd_data                 142            17548          3675           
241            rcv_ack                  99             17655          3473           
242            snd_data                 143            17655          3473           
243            snd_data                 144            17655          3473           
244            rcv_ack                  100            17548          3460           
245            snd_data                 145            17548          3460           
246            snd_data                 146            17548          3460           
247            rcv_ack                  101            17455          3448           
248            snd_data                 147            17455          3448           
249            snd_data                 148            17455          3448           
250            rcv_ack                  102            17378          3439           
251            snd_data                 149            17378          3439           
252            snd_data                 150            17378          3439           
253            rcv_ack                  103            17306          3430           
254            snd_data                 151            17306          3430           
255            snd_data                 152            17306          3430           
256            rcv_ack                  104            17242          3422           
257            snd_data                 153            17242          3422           
258            snd_data                 154            17242          3422           
259            rcv_ack                  105            17486          3452           
260            snd_data                 155            17486          3452           
261            snd_data                 156            17486          3452           
262            rcv_ack                  106            17703          3314           
263            snd_data                 157            17703          3314           
264            snd_data                 158            17703          3314           
265            rcv_ack                  107            17891          3338           
266            snd_data                 159            17891          3338           
267            snd_data                 160            17891          3338           
268            rcv_ack                  108            18056          3359           
269            snd_data                 161            18056          3359           
270            snd_data                 162            18056          3359           
271            rcv_ack                  109            18200          3377           
272            snd_data                 163            18200          3377           
273            snd_data                 164            18200          3377           
274            rcv_ack                  110            18320          3392           
275            snd_data                 165            18320          3392           
276            snd_data                 166            18320          3392           
277            rcv_ack                  111            18480          3412           
278            snd_data                 167            18480          3412           
279            rcv_ack                  112            18470          3410           
280            snd_data                 168            18470          3410           
281            snd_data                 169            18470          3410           
282            rcv_ack                  113            18462          3409           
283            snd_data                 170            18462          3409           
284            snd_data                 171            18462          3409           
285            snd_data                 172            18462          3409           
286            rcv_ack                  114            18453          3295           
287            snd_data                 173            18453          3295           
288            snd_data                 174            18453          3295           
289            rcv_ack                  115            18449          3295           
290            snd_data                 175            18449          3295           
291            snd_data                 176            18449          3295           
292            rcv_ack                  116            18442          3294           
293            snd_data                 177            18442          3294           
294            snd_data                 178            18442          3294           
295            rcv_ack                  117            18438          3293           
296            snd_data                 179            18438          3293           
297            snd_data                 180            18438          3293           
298            rcv_ack                  118            18434          3293           
299            snd_data                 181            18434          3293           
300            snd_data                 182            18434          3293           
301            rcv_ack                  119            18384          3287           
302            snd_data                 183            18384          3287           
303            snd_data                 184            18384          3287           
304            rcv_ack                  120            18486          3299           
305            snd_data                 185            18486          3299           
306            snd_data                 186            18486          3299           
307            rcv_ack                  121            18576          3311           
308            snd_data                 187            18576          3311           
309            snd_data                 188            18576          3311           
310            rcv_ack                  122            18655          3135           
311            snd_data                 189            18655          3135           
312            snd_data                 190            18655          3135           
313            rcv_ack                  123            18723          3144           
314            snd_data                 191            18723          3144           
315            snd_data                 192            18723          3144           
316            rcv_ack                  124            18784          3152           
317            snd_data                 193            18784          3152           
318            snd_data                 194            18784          3152           
319            rcv_ack                  125            18834          3158           
320            snd_data                 195            18834          3158           
321            snd_data                 196            18834          3158           
322            rcv_ack                  126            18880          3164           
323            snd_data                 197            18880          3164           
324            snd_data                 198            18880          3164           
325            rcv_ack                  127            18917          3168           
326            snd_data                 199            18917          3168           
327            snd_data                 200            18917          3168           
328            rcv_ack                  128            18953          3173           
329            snd_data                 201            18953          3173           
330            snd_data                 202            18953          3173           
331            rcv_ack                  129            18989          3177           
332            snd_data                 203            18989          3177           
333            snd_data                 204            18989          3177           
334            rcv_ack                  130            19065          3050           
335            snd_data                 205            19065          3050           
336            snd_data                 206            19065          3050           
337            rcv_ack                  131            19281          3077           
338            snd_data                 207            19281          3077           
339            snd_data                 208            19281          3077           
340            rcv_ack                  132            19470          3100           
341            snd_data                 209            19470          3100           
342            snd_data                 210            19470          3100           
343            rcv_ack                  133            19636          3121           
344            snd_data                 211            19636          3121           
345            snd_data                 212            19636          3121           
346            rcv_ack                  134            19782          3139           
347            snd_data                 213            19782          3139           
348            snd_data                 214            19782          3139           
349            rcv_ack                  135            19910          3155           
350            snd_data                 215            19910          3155           
351            snd_data                 216            19910          3155           
352            rcv_ack                  136            20026          3170           
353            snd_data                 217            20026          3170           
354            snd_data                 218            20026          3170           
355            rcv_ack                  137            20123          3182           
356            snd_data                 219            20123          3182           
357            snd_data                 220            20123          3182           
358            rcv_ack                  138            20203          3160           
359            snd_data                 221            20203          3160           
360            snd_data                 222            20203          3160           
361            rcv_ack                  139            20228          3163           
362            snd_data                 223            20228          3163           
363            snd_data                 224            20228          3163           
364            rcv_ack                  140            20403          3185           
365            snd_data                 225            20403          3185           
366            snd_data                 226            20403          3185           
367            rcv_ack                  141            20553          3204           
368            snd_data                 227            20553          3204           
369            snd_data                 228            20553          3204           
370            rcv_ack                  142            20684          3220           
371            snd_data                 229            20684          3220           
372            snd_data                 230            20684          3220           
373            rcv_ack                  143            20799          3234           
374            snd_data                 231            20799          3234           
375            snd_data                 232            20799          3234           
376            rcv_ack                  144            20900          3247           
377            snd_data                 233            20900          3247           
378            snd_data                 234            20900          3247           
379            rcv_ack                  145            20983          3257           
380            snd_data                 235            20983          3257           
381            snd_data                 236            20983          3257           
382            rcv_ack                  146            21065          3233           
383            snd_data                 237            21065          3233           
384            snd_data                 238            21065          3233           
385            rcv_ack                  147            21132          3241           
386            snd_data                 239            21132          3241           
387            snd_data                 240            21132          3241           
388            rcv_ack                  148            21241          3255           
389            snd_data                 241            21241          3255           
390            snd_data                 242            21241          3255           
391            rcv_ack                  149            21183          3247           
392            snd_data                 243            21183          3247           
393            snd_data                 244            21183          3247           
394            rcv_ack                  150            21136          3242           
395            snd_data                 245            21136          3242           
396            snd_data                 246            21136          3242           
397            rcv_ack                  151            21094          3236           
398            rcv_ack                  152            21058          3232           
399            rcv_ack                  153            21030          3228           
400            rcv_ack                  154            21002          3225           
401            rcv_ack                  155            20973          3169           
402            rcv_ack                  156            20952          3167           
403            rcv_ack                  157            20883          3158           
404            rcv_ack                  158            20973          3169           
405            rcv_ack                  159            21052          3179           
